index,p1.championId,p2.championId,p3.championId,p4.championId,p5.championId,p6.championId,p7.championId,p8.championId,p9.championId,p10.championId,p1.xpDiffPerMinDeltas,p2.xpDiffPerMinDeltas,p3.xpDiffPerMinDeltas,p4.xpDiffPerMinDeltas,p5.xpDiffPerMinDeltas,p6.xpDiffPerMinDeltas,p7.xpDiffPerMinDeltas,p8.xpDiffPerMinDeltas,p9.xpDiffPerMinDeltas,p10.xpDiffPerMinDeltas,t1.goldPerMinDeltas,t2.goldPerMinDeltas,t1.firstBlood,t2.firstBlood,t1.firstRiftHerald,t2.firstRiftHerald,t1.win
13099,202,121,17,105,432,22,38,23,412,92,95.45,68.9,-63.5,-20.9,95.45,-95.45,20.9,-68.9,-95.45,63.5,1592.9,1389.8,0,1,1,0,1
13100,202,516,12,120,26,201,96,59,20,517,-63.85,-62.4,-63.85,65.4,102,63.85,63.85,-102,-65.4,62.4,1327.5,1380.7,1,0,1,0,0
13101,67,40,101,57,203,86,267,202,27,60,-37.7,-37.7,0,0,3.9,0,37.7,37.7,0,-3.9,1388.6,1441.6,0,1,1,0,0
13102,25,238,202,114,28,21,133,245,421,53,50.45,90,50.45,-104.3,15,-50.45,104.3,-90,-15,-50.45,1529.3,1386.2,1,0,0,0,0
13103,555,147,114,30,236,76,432,126,202,134,0,0,0,0,0,0,0,0,0,0,1520.5,1325.4,1,0,0,1,0
13104,154,203,57,110,105,131,777,267,360,113,-34.1,-78.4,-39.4,-34.1,-29.2,39.4,29.2,34.1,34.1,78.4,1279,1667.4,0,1,0,1,0
13105,4,164,22,147,14,59,32,84,523,29,-104.9,0,75.3,75.3,0,-75.3,0,0,-75.3,104.9,1476.4,1398.9,1,0,0,1,1
13106,34,202,107,89,98,555,35,54,3,81,27.4,34.75,-1.1,34.75,-84.4,-34.75,1.1,84.4,-27.4,-34.75,1377.8,1381.5,0,1,0,1,1
13107,111,516,360,20,85,236,203,145,44,245,1.25,-69.1,1.25,-101.5,7.4,69.1,101.5,-1.25,-1.25,-7.4,1362.7,1457.1,1,0,0,1,1
13108,523,80,164,103,875,555,84,19,104,202,0,0,0,0,-28,0,0,0,28,0,1455.9,1488.8,1,0,0,1,0
13109,32,41,53,147,360,117,523,4,120,266,0,0,0,0,0,0,0,0,0,0,1367.1,1600.9,0,1,0,1,1
13110,412,4,202,164,30,142,62,432,59,115,0,0,0,27.6,130.2,0,-27.6,0,-130.2,0,1494.7,1288.1,1,0,1,0,1
13111,41,145,432,31,202,21,266,120,84,497,106.5,-34.75,-34.75,-54.9,-41.9,34.75,-106.5,54.9,41.9,34.75,1289.4,1313.4,1,0,1,0,0
13112,38,98,875,36,360,202,120,31,3,57,43.3,-53.1,0,0,0,0,0,53.1,-43.3,0,1557.1,1449.1,1,0,0,1,0
13113,497,32,39,142,145,202,134,412,120,516,3.85,-11.6,73.2,-78,3.85,-3.85,78,-3.85,11.6,-73.2,1388.9,1240.1,1,0,1,0,1
13114,106,145,53,28,69,517,412,76,67,164,53.3,53.3,53.3,53.3,53.3,-53.3,-53.3,-53.3,-53.3,-53.3,1692.4,1341.8,0,1,0,1,1
13115,78,121,7,432,202,267,141,1,164,22,43.3,-140.6,10.8,77.35,77.35,-77.35,140.6,-10.8,-43.3,-77.35,1449.3,1416.8,0,1,1,0,0
13116,86,8,427,412,202,20,82,555,147,81,-53,-41.6,-15,-21.9,-21.9,15,53,41.6,21.9,21.9,1197.2,1437,0,1,0,1,0
13117,67,84,266,141,21,497,498,13,246,427,0,21.7,-147.5,0,0,0,0,147.5,-21.7,0,1207.7,1476.3,0,1,0,1,0
13118,121,25,498,103,30,236,202,267,1,20,19.16,19.16,19.16,19.16,19.16,-19.16,-19.16,-19.16,-19.16,-19.16,1516.9,1435.5,0,1,1,0,0
13119,145,164,245,555,777,81,120,84,26,3,-108.58,-108.58,-108.58,-108.58,-108.58,108.58,108.58,108.58,108.58,108.58,1174.6,1604.9,0,1,0,1,0
13120,84,19,103,202,164,360,134,121,25,23,-46.7,74.7,8.3,8.3,-61.8,-8.3,46.7,-74.7,-8.3,61.8,1596.8,1505.8,1,0,1,0,0
13121,31,157,112,555,122,81,32,98,39,84,18.94,18.94,18.94,18.94,18.94,-18.94,-18.94,-18.94,-18.94,-18.94,1395.7,1401.6,0,1,0,1,1
13122,23,103,202,30,1,412,19,245,92,22,94.58,94.58,94.58,94.58,94.58,-94.58,-94.58,-94.58,-94.58,-94.58,1734.5,1170.1,1,0,0,0,1
13123,202,432,68,238,4,119,78,555,76,518,-66.2,-39,24.4,26.9,-66.2,66.2,-24.4,39,-26.9,66.2,1423.7,1651.5,0,1,1,0,1
13124,34,142,48,21,267,555,24,202,2,245,39.48,39.48,39.48,39.48,39.48,-39.48,-39.48,-39.48,-39.48,-39.48,1536.4,1309.4,1,0,1,0,1
13125,142,113,98,147,202,62,32,12,81,112,-21.3,-10.9,-68.2,43.65,43.65,68.2,10.9,-43.65,-43.65,21.3,1372.9,1269.2,1,0,0,1,0
13126,202,350,134,92,164,58,50,20,555,131,-50.1,-50.1,43.4,102.5,108.1,-108.1,50.1,-102.5,50.1,-43.4,1133.9,1191.6,1,0,0,1,0
13127,163,22,39,84,80,202,89,91,20,41,38.95,38.95,-130.1,0,0,-38.95,0,0,-38.95,130.1,1535.7,1485.9,1,0,0,1,1
13128,131,777,60,360,79,12,35,61,21,86,35.9,44.5,-68.3,43.15,43.15,-43.15,68.3,-44.5,-43.15,-35.9,1536.4,1275.9,1,0,1,0,1
13129,21,245,432,24,112,1,120,498,164,412,-4.25,-220.4,-4.25,-68.5,21.3,-21.3,220.4,4.25,68.5,4.25,1244.1,1425.2,0,1,0,1,0
13130,117,8,202,32,57,19,103,67,104,147,1.25,0,1.25,57.1,0,0,0,-1.25,-57.1,-1.25,1194.2,1418.4,0,1,0,1,1
13131,518,235,236,12,28,61,41,51,267,154,-14.4,-10.85,82.9,-10.85,119.2,14.4,-82.9,10.85,10.85,-119.2,1406.7,1210.5,1,0,0,1,1
13132,236,80,50,245,24,4,40,202,34,56,-49.7,-241.6,0,0,0,49.7,0,0,241.6,0,1363.6,1594.5,1,0,1,0,0
13133,103,516,202,80,141,112,106,63,119,120,0,0,35.5,35.5,44.1,0,0,-35.5,-35.5,-44.1,1526.7,1474.1,1,0,0,1,1
13134,120,134,76,81,80,202,105,62,12,104,-25.5,-9.2,-47.9,43.15,43.15,-43.15,9.2,25.5,-43.15,47.9,1466.4,1589.7,1,0,0,1,0
13135,22,3,113,164,145,20,81,114,1,131,22.95,-42.9,-5.8,158.2,22.95,5.8,-22.95,-158.2,-22.95,42.9,1557.5,1450.6,1,0,0,1,1
13136,20,202,120,412,34,4,21,56,31,53,83.68,83.68,83.68,83.68,83.68,-83.68,-83.68,-83.68,-83.68,-83.68,1735.7,1124.2,1,0,1,0,1
13137,360,53,4,102,39,112,104,35,54,235,67.95,67.95,-47.6,-81.4,-116.7,47.6,81.4,-67.95,116.7,-67.95,1455.8,1418.2,1,0,0,1,0
13138,105,31,41,202,89,120,555,51,92,517,-78.2,0,0,-10.3,-10.3,0,10.3,10.3,0,78.2,1342.7,1557.3,0,1,0,1,0
13139,427,68,22,3,31,202,25,55,36,24,12.9,73.35,73.35,16.7,-4.9,-73.35,-73.35,-16.7,-12.9,4.9,1478.4,1358,0,1,0,1,0
13140,67,267,19,245,69,26,202,164,85,154,-23.95,-23.95,99.8,10.6,-57.7,23.95,23.95,57.7,-99.8,-10.6,1363.6,1280.7,1,0,0,1,0
13141,81,104,112,267,164,76,122,412,523,236,-62.6,-170.7,31.8,-62.6,-110.2,170.7,110.2,62.6,62.6,-31.8,1230.8,1698.1,0,1,0,1,0
13142,360,121,8,84,497,13,236,61,12,141,16.3,-29,0,0,16.3,0,-16.3,0,-16.3,29,1292.5,1428.8,0,1,0,1,1
13143,432,104,4,15,164,131,134,2,122,53,50,0,22.3,50,0,-22.3,-50,0,0,-50,1560.5,1188.4,1,0,1,0,0
13144,497,79,41,112,202,555,10,12,133,30,37.7,-44.2,78.9,103.4,37.7,-37.7,-78.9,-37.7,-103.4,44.2,1619.3,1256,1,0,1,0,1
13145,432,104,7,5,22,202,69,120,8,350,46.85,-47.3,0,0,46.85,-46.85,0,47.3,0,-46.85,1562,1542.3,0,1,1,0,1
13146,58,69,29,236,31,120,516,63,202,245,-12.1,88.4,-10.3,-10.3,-64.6,64.6,12.1,10.3,10.3,-88.4,1554.4,1638.6,1,0,1,0,1
13147,120,96,74,3,117,141,89,58,236,4,-60.1,25.1,0,0,25.1,60.1,-25.1,0,-25.1,0,1384.7,1553.3,0,1,0,1,0
13148,136,235,2,50,122,107,3,267,875,22,51.02,51.02,51.02,51.02,51.02,-51.02,-51.02,-51.02,-51.02,-51.02,1602.7,1089.2,1,0,1,0,1
13149,432,246,202,131,104,50,101,41,111,120,92.4,165.6,92.4,51.6,-68.8,-92.4,-165.6,-51.6,-92.4,68.8,1616,1213,1,0,1,0,1
13150,164,432,76,62,202,245,235,98,57,56,53.2,15.5,-41.5,-72.3,15.5,72.3,-15.5,-53.2,-15.5,41.5,1282.5,1483.8,0,1,0,1,0
13151,2,236,555,34,54,55,412,516,67,60,-66,-73.55,-73.55,-44.9,-12.3,44.9,73.55,12.3,73.55,66,1216.7,1703.5,0,1,0,1,0
13152,164,360,121,54,89,238,84,67,32,267,100.78,100.78,100.78,100.78,100.78,-100.78,-100.78,-100.78,-100.78,-100.78,1823.6,1091.2,1,0,1,0,1
13153,68,120,81,12,164,267,85,202,245,56,51.4,119.9,-21.4,-21.4,151.4,21.4,-151.4,21.4,-51.4,-119.9,1523.5,1275.6,1,0,0,1,0
13154,3,80,77,58,235,29,106,20,157,202,0,0,0,0,0,0,0,0,0,0,1704.4,1445.7,1,0,1,0,0
13155,202,112,24,432,28,145,72,236,164,89,-51.25,2.9,65.7,-51.25,43.3,51.25,-43.3,-2.9,-65.7,51.25,1530.2,1646.2,0,1,1,0,1
13156,31,121,22,432,164,114,202,84,104,555,-73.6,120.9,17,17,-153.7,73.6,-17,153.7,-120.9,-17,1462.3,1511.1,0,1,1,0,1
13157,432,24,61,22,32,40,164,202,104,134,13.95,-137.4,-40.4,13.95,145.8,-13.95,137.4,-13.95,-145.8,40.4,1485.2,1710.3,0,1,0,1,0
13158,67,267,58,876,517,202,61,111,31,114,13.1,13.1,-4.5,0.7,-26,-13.1,26,-13.1,-0.7,4.5,1348.3,1349.1,0,1,1,0,0
13159,21,28,238,22,164,134,267,106,360,131,0,49.7,0,0,79.6,0,0,-49.7,0,-79.6,1287.8,1331.8,0,1,0,1,1
13160,23,236,1,104,517,14,157,4,24,141,-169.6,29.6,29.6,92.4,-55.4,-29.6,-29.6,55.4,169.6,-92.4,1504.7,1495,0,1,1,0,1
13161,497,63,120,74,24,164,50,121,69,267,-4.85,-4.85,96.2,-4.4,11.2,-11.2,4.85,-96.2,4.4,4.85,1444.6,1240,1,0,0,1,1
13162,67,120,55,497,58,113,875,157,145,54,0,0,0,0,0,0,0,0,0,0,1315.1,1413.5,1,0,0,1,0
13163,85,246,121,81,432,555,134,202,30,114,0,12.4,0,25.35,25.35,-25.35,-12.4,-25.35,0,0,1451.4,1424.1,1,0,1,0,1
13164,145,54,131,121,1,126,202,55,113,223,-7.4,0,0,54.6,-7.4,0,7.4,0,-54.6,7.4,1541.7,1317.6,1,0,1,0,1
13165,202,29,77,8,41,245,23,236,104,21,-38.05,-38.05,-5.5,183.7,-135.7,-183.7,135.7,38.05,5.5,38.05,1595.6,1620.7,0,1,0,0,1
13166,360,555,67,54,32,350,85,31,51,5,0,0,0,-30.3,-95.2,0,0,30.3,0,95.2,1181.8,1651.5,0,1,0,1,0
13167,22,267,875,164,112,202,56,245,54,235,38.1,38.1,0,0,-35.8,-38.1,0,35.8,0,-38.1,1347.4,1385.2,1,0,0,1,0
13168,141,22,23,103,4,267,202,121,54,10,5.08,5.08,5.08,5.08,5.08,-5.08,-5.08,-5.08,-5.08,-5.08,1480.7,1463.3,1,0,0,1,0
13169,80,4,84,360,35,40,164,141,21,34,6.85,165.9,63.2,6.85,-45.2,-6.85,-63.2,45.2,-165.9,-6.85,1498.2,1216.6,1,0,1,0,0
13170,164,2,360,163,22,28,80,21,236,58,84.2,-54.6,0,0,0,54.6,0,0,0,-84.2,1390.6,1522.8,1,0,1,0,0
13171,235,114,81,34,60,555,92,119,107,105,-38.85,117.5,-38.85,-14.2,180.6,38.85,-117.5,38.85,-180.6,14.2,1519.1,1574.6,0,1,1,0,1
13172,1,103,114,21,32,267,105,96,121,126,0,0,0,0,0,0,0,0,0,0,1399.2,1430.6,0,1,1,0,1
13173,245,429,164,113,497,16,202,24,55,30,0,0,-82.7,81.3,0,0,0,82.7,0,-81.3,1471.9,1650.6,0,1,0,1,1
13174,119,105,59,497,92,29,62,202,60,39,95.74,95.74,95.74,95.74,95.74,-95.74,-95.74,-95.74,-95.74,-95.74,1727.2,1113.2,1,0,1,0,1
13175,120,777,115,57,89,412,113,55,80,119,55.9,-89.1,-26.35,-88.7,-26.35,26.35,-55.9,89.1,88.7,26.35,1327.4,1546.5,1,0,0,1,0
13176,53,203,266,517,145,28,267,39,18,10,92.62,92.62,92.62,92.62,92.62,-92.62,-92.62,-92.62,-92.62,-92.62,1769.7,1152.7,1,0,1,0,1
13177,147,202,58,20,517,89,203,266,22,84,0,0,153.5,-60.3,0,0,60.3,-153.5,0,0,1545.8,1401.3,1,0,0,1,0
13178,18,84,103,157,517,120,202,62,555,8,-17.15,7.5,-17.15,-4.7,-222.8,222.8,17.15,-7.5,17.15,4.7,1284.4,1701.2,0,1,0,1,0
13179,28,84,133,18,53,141,22,81,62,131,-67.5,11.3,-36.7,-31,-31,67.5,31,31,36.7,-11.3,1246.8,1327,0,1,0,1,1
13180,119,32,245,12,131,112,16,20,57,236,15.5,58.7,40.3,15.5,-31.3,-40.3,-15.5,-58.7,31.3,-15.5,1561.6,1334.5,1,0,1,0,1
13181,114,69,3,32,43,235,84,91,223,2,-35,-17.6,-112.6,57.3,-17.6,17.6,35,112.6,17.6,-57.3,1450.5,1514.1,1,0,0,1,1
13182,4,21,104,164,89,202,876,114,268,80,-59.1,0,-11.5,0,0,0,11.5,0,59.1,0,1507,1715.4,0,1,0,1,0
13183,350,119,54,777,75,30,104,136,236,223,48.9,48.9,0,0,-191.9,-48.9,191.9,0,0,-48.9,1530.1,1584.8,0,1,0,1,1
13184,104,26,120,555,8,15,114,238,28,22,42.45,0,-37.8,42.45,0,-42.45,0,0,37.8,-42.45,1554.6,1421.4,0,1,1,0,1
13185,115,555,164,28,157,120,412,523,7,10,19.35,19.35,0,-110.6,0,110.6,-19.35,-19.35,0,0,1453.3,1369.5,1,0,1,0,1
13186,412,245,18,8,39,145,53,238,10,32,51.36,51.36,51.36,51.36,51.36,-51.36,-51.36,-51.36,-51.36,-51.36,1698.1,1336.5,1,0,0,1,1
13187,119,120,84,99,161,112,106,22,254,555,-48.65,-22.7,0,0,-48.65,0,0,48.65,22.7,48.65,1344.9,1603.3,0,1,0,1,1
13188,30,55,516,497,121,360,1,3,107,10,-4.15,-9.6,20.4,-4.15,-41.5,4.15,4.15,9.6,41.5,-20.4,1448.3,1555.1,0,1,0,0,1
13189,79,28,31,555,22,164,1,50,518,14,28.48,28.48,28.48,28.48,28.48,-28.48,-28.48,-28.48,-28.48,-28.48,1606.2,1226.6,1,0,0,0,1
13190,360,50,31,497,104,119,27,350,83,64,0,0,0,-43.3,99.4,0,0,0,43.3,-99.4,1405.2,1171.8,1,0,1,0,1
13191,777,28,21,92,555,39,40,107,119,8,-33.4,43.9,11.6,-124.8,11.6,124.8,-11.6,-43.9,-11.6,33.4,1324.9,1470.5,0,1,1,0,1
13192,8,107,22,120,412,24,50,245,142,21,76.56,76.56,76.56,76.56,76.56,-76.56,-76.56,-76.56,-76.56,-76.56,1692,1217.5,1,0,1,0,1
13193,202,555,147,34,32,120,1,21,245,516,-9.4,39.8,-9.4,-41.5,85.3,-85.3,9.4,9.4,-39.8,41.5,1450.8,1490.4,1,0,0,1,0
13194,164,89,157,60,74,106,114,29,245,236,-137.3,0,0,-60.4,0,60.4,137.3,0,0,0,1369.3,1580.1,1,0,0,1,0
13195,126,203,22,84,235,202,8,104,267,103,-25.9,-66.9,-48.3,186.5,-48.3,48.3,25.9,66.9,48.3,-186.5,1264.2,1410.7,0,1,1,0,0
13196,1,54,99,202,56,30,50,164,517,34,49.65,-150.5,42.3,49.65,-30.7,30.7,-49.65,-42.3,150.5,-49.65,1373.9,1473.6,0,1,1,0,1
13197,254,4,240,202,12,67,57,203,29,90,76.7,76.7,76.7,76.7,76.7,-76.7,-76.7,-76.7,-76.7,-76.7,1870.3,1188.1,1,0,1,0,1
13198,85,157,78,29,17,10,74,121,555,90,42.3,60,-53.4,-78.5,-78.5,-42.3,78.5,53.4,78.5,-60,1352.5,1538.9,0,1,0,1,0
13199,412,107,9,245,50,202,497,141,142,39,0,164,39,0,0,0,0,-39,0,-164,1375.4,1296.7,0,1,0,1,1
13200,236,57,5,111,30,875,21,268,517,245,-60.24,-60.24,-60.24,-60.24,-60.24,60.24,60.24,60.24,60.24,60.24,1255.2,1736.1,0,1,0,1,0
13201,21,39,145,268,141,202,245,32,63,54,0,0,0,1.8,-90.6,0,0,90.6,0,-1.8,1483,1420.7,0,1,0,1,0
13202,72,164,119,497,268,54,254,29,777,69,79.8,-122.5,12.3,12.3,-21,122.5,-79.8,-12.3,21,-12.3,1424.2,1329.4,1,0,0,0,1
13203,120,84,89,222,75,54,106,497,238,236,69.7,69.7,69.7,69.7,69.7,-69.7,-69.7,-69.7,-69.7,-69.7,1864.4,1329.6,1,0,0,1,1
13204,777,50,83,203,555,81,34,13,421,29,75.86,75.86,75.86,75.86,75.86,-75.86,-75.86,-75.86,-75.86,-75.86,1804.3,1224.9,1,0,1,0,1
13205,245,121,202,92,40,81,164,35,268,350,0,15.7,0,-3.5,0,0,3.5,-15.7,0,0,1533.9,1285.9,1,0,1,0,1
13206,131,24,145,104,267,147,20,114,90,222,0,-73.4,0,125.1,0,0,-125.1,73.4,0,0,1331.4,1257.1,0,1,1,0,1
13207,518,89,120,107,202,245,350,876,126,81,52,42.7,-57,-20.6,42.7,-52,-42.7,57,20.6,-42.7,1668.6,1591.4,1,0,1,0,1
13208,32,202,350,147,63,421,18,85,67,143,156,0,0,0,47.8,-156,0,-47.8,0,0,1508,1428.1,1,0,1,0,1
13209,113,114,131,96,40,202,143,121,4,31,0,0,-38.9,-52.35,-52.35,52.35,52.35,0,38.9,0,1295.4,1546.5,0,1,1,0,0
13210,92,412,121,50,517,113,164,89,31,360,-113.22,-113.22,-113.22,-113.22,-113.22,113.22,113.22,113.22,113.22,113.22,953.8,1748,0,1,0,1,0
13211,777,76,32,26,236,245,164,105,202,412,15.7,2.2,69.2,-4.7,-4.7,-69.2,-2.2,-15.7,4.7,4.7,1496.8,1383.9,0,1,0,1,0
13212,61,254,16,114,81,421,238,202,53,41,-83.6,74.8,-17.65,135.6,-17.65,-74.8,83.6,17.65,17.65,-135.6,1338.1,1259.7,0,1,0,1,1
13213,32,497,1,107,145,141,360,38,84,143,-162.3,-24.8,84.5,87.1,-24.8,162.3,24.8,-84.5,-87.1,24.8,1474.7,1502,1,0,0,0,1
13214,50,114,421,59,134,131,89,202,254,516,0,0,-66.8,0,5.5,-5.5,0,0,66.8,0,1376.8,1431.8,0,1,1,0,1
13215,145,107,38,80,555,236,2,412,164,50,34.62,34.62,34.62,34.62,34.62,-34.62,-34.62,-34.62,-34.62,-34.62,1616.8,1307.6,1,0,0,1,1
13216,141,555,360,98,4,31,267,27,112,22,0,0,0,0,0,0,0,0,0,0,1598.6,1217.8,1,0,1,0,1
13217,202,111,92,104,4,131,22,412,121,54,26.6,26.6,63.1,-36.3,26.7,-26.7,-26.6,-26.6,36.3,-63.1,1531,1324.3,1,0,0,1,0
13218,777,141,246,114,127,113,21,45,89,240,0,0,-6.3,63.1,0,0,0,6.3,0,-63.1,1728.2,1346.3,1,0,1,0,1
13219,119,245,267,126,59,202,131,121,516,78,1.25,0,1.25,0,14.4,-1.25,0,-14.4,0,-1.25,1418.3,1632.4,1,0,0,1,0
13220,104,555,81,3,10,236,44,105,202,89,-20.4,41.05,41.05,-136.5,64.7,-64.7,20.4,136.5,-41.05,-41.05,1447,1524.2,0,1,0,1,0
13221,92,26,54,202,141,50,254,10,145,238,79.4,0,0,0,61.1,0,-61.1,-79.4,0,0,1698.8,1560.4,0,1,1,0,0
13222,40,22,76,120,145,154,84,202,267,50,61.55,61.55,0,98.15,98.15,-98.15,-98.15,-61.55,-61.55,0,1564.1,1209.6,0,1,1,0,1
13223,8,555,20,777,202,267,10,50,421,67,52.4,53.7,108.4,1.3,53.7,-53.7,-52.4,-1.3,-108.4,-53.7,1636.7,1344.9,1,0,1,0,1
13224,246,236,27,114,89,55,202,121,875,92,0,0,0,0,0,0,0,0,0,0,1722.4,1515.5,0,1,1,0,0
13225,2,41,202,412,131,120,22,92,89,17,-23.8,-45.6,5.15,5.15,79.8,23.8,-5.15,-79.8,-5.15,45.6,1385.6,1329.7,0,1,1,0,1
13226,40,67,80,105,120,238,202,104,98,72,-39.6,-39.6,-67.9,8.5,149.2,-8.5,39.6,-149.2,39.6,67.9,1386.5,1299.6,0,1,1,0,1
13227,141,82,105,555,21,8,44,32,22,236,64.9,0,0,0,0,0,0,-64.9,0,0,1292.6,1663.3,0,1,1,0,0
13228,412,202,86,84,120,267,126,8,21,421,75.18,75.18,75.18,75.18,75.18,-75.18,-75.18,-75.18,-75.18,-75.18,1743.3,1303.1,0,1,1,0,1
13229,555,126,236,2,517,12,202,4,131,20,21.75,-11.9,21.75,18.5,25.8,-21.75,-21.75,-25.8,11.9,-18.5,1579.1,1432.3,0,1,1,0,1
13230,50,32,245,412,72,360,89,36,61,59,-36.05,15.4,48,-36.05,92.4,36.05,36.05,-92.4,-48,-15.4,1450,1388.1,1,0,0,1,1
13231,875,412,76,21,90,202,20,89,39,245,-37.24,-37.24,-37.24,-37.24,-37.24,37.24,37.24,37.24,37.24,37.24,1102.7,1463.9,1,0,0,1,0
13232,119,245,77,54,555,236,44,143,202,31,1.02,1.02,1.02,1.02,1.02,-1.02,-1.02,-1.02,-1.02,-1.02,1476.6,1423.5,1,0,0,1,1
13233,267,202,78,517,2,360,92,90,53,20,-31.85,-31.85,0,0,18,31.85,0,0,31.85,-18,1363.1,1480.5,0,1,0,1,1
13234,360,80,61,141,516,103,147,164,32,202,0,0,-8,0,-88,8,0,88,0,0,1465,1288.2,1,0,0,1,1
13235,24,80,134,15,20,72,412,245,876,22,28.46,28.46,28.46,28.46,28.46,-28.46,-28.46,-28.46,-28.46,-28.46,1648.5,1419.7,1,0,0,1,1
13236,145,37,32,518,79,104,202,105,63,80,-48.6,-48.6,-99.9,146.1,-28.7,99.9,48.6,28.7,48.6,-146.1,1346.7,1563.2,0,1,0,0,0
13237,4,101,29,31,120,20,236,92,12,8,44.86,44.86,44.86,44.86,44.86,-44.86,-44.86,-44.86,-44.86,-44.86,1822.9,1343.8,1,0,1,0,1
13238,72,89,876,145,38,120,202,267,31,238,0,-120.45,-120.45,0,-32.4,120.45,0,0,120.45,32.4,1448.3,1597.6,0,1,0,1,0
13239,202,32,164,875,112,134,117,67,245,92,24.75,-22,-74.3,24.75,-49.7,49.7,-24.75,-24.75,22,74.3,1461.9,1430.3,1,0,0,1,0
13240,112,98,202,33,10,63,72,32,157,67,0,56.15,56.15,-22.4,0,-56.15,0,22.4,0,-56.15,1603.3,1305.8,1,0,1,0,1
13241,29,92,131,89,59,8,80,32,238,202,114.44,114.44,114.44,114.44,114.44,-114.44,-114.44,-114.44,-114.44,-114.44,1835.7,1022.5,0,1,1,0,1
13242,202,147,4,56,62,20,267,91,266,51,-21.82,-21.82,-21.82,-21.82,-21.82,21.82,21.82,21.82,21.82,21.82,1290.2,1442.4,0,1,1,0,0
13243,111,24,202,245,77,267,164,2,4,50,83.5,-61.9,83.5,37.6,218.3,-83.5,61.9,-218.3,-37.6,-83.5,1538,1285.9,1,0,0,0,0
13244,254,81,34,50,54,39,84,103,28,202,-71.24,-71.24,-71.24,-71.24,-71.24,71.24,71.24,71.24,71.24,71.24,1011,1499.5,0,1,0,1,0
13245,203,517,114,202,555,8,64,267,81,112,-45.4,-3.9,-107.3,-1.7,-1.7,107.3,45.4,1.7,1.7,3.9,1284.9,1342.2,1,0,1,0,1
13246,112,81,875,154,57,145,4,240,56,412,0,9.5,116,0,9.5,-9.5,0,-116,0,-9.5,1450.3,1488,1,0,0,1,0
13247,106,120,202,245,99,62,63,104,80,131,0,0,-40.7,97.6,-40.7,0,40.7,0,40.7,-97.6,1565.7,1371.1,1,0,1,0,1
13248,141,202,54,267,105,555,24,517,98,145,156.1,21.1,-67,21.1,62.6,-21.1,67,-62.6,-156.1,-21.1,1504.7,1356.6,0,1,0,1,1
13249,360,134,41,32,111,50,54,68,121,202,-72.35,52.2,-10,-92.9,-72.35,72.35,-52.2,10,92.9,72.35,1423.6,1576.3,1,0,1,0,0
13250,50,141,516,245,119,104,10,80,84,22,0,0,50.1,0,0,0,-50.1,0,0,0,1400.7,1550.8,1,0,0,1,1
13251,164,147,517,81,203,64,202,3,122,50,19.9,8.6,0.8,8.6,61.1,-61.1,-8.6,-0.8,-19.9,-8.6,1630.5,1581.5,1,0,0,1,1
13252,267,202,86,131,876,21,89,4,429,20,-22.1,-22.1,-192.4,50.8,63.5,22.1,22.1,-50.8,192.4,-63.5,1336.6,1587,0,1,0,1,0
13253,202,72,876,412,61,21,245,78,14,120,0,0,115.3,0,160.9,0,0,-160.9,0,-115.3,1491.3,1572.6,0,1,1,0,1
13254,266,80,84,11,202,119,117,10,122,120,-82,-0.15,-51.1,-6.7,-0.15,0.15,0.15,51.1,82,6.7,1425.7,1659.3,0,1,0,1,0
13255,523,31,34,267,122,4,56,32,8,120,23.1,23.1,23.1,23.1,23.1,-23.1,-23.1,-23.1,-23.1,-23.1,1398.6,1355.7,0,1,1,0,1
13256,238,141,24,89,63,245,36,81,57,11,0,207.1,0,55.7,55.7,-207.1,0,-55.7,-55.7,0,1702.4,1271.8,0,1,1,0,1
13257,360,84,64,134,89,78,517,267,81,164,-61.32,-61.32,-61.32,-61.32,-61.32,61.32,61.32,61.32,61.32,61.32,1213.4,1694.8,1,0,0,1,0
13258,39,202,106,555,131,236,86,157,120,267,0,0,48.2,0,43.8,0,-43.8,0,-48.2,0,1623.3,1228.2,1,0,0,1,0
13259,147,517,131,56,360,8,20,236,89,238,53.4,-30.1,114.9,46.6,53.4,30.1,-46.6,-53.4,-53.4,-114.9,1573.2,1318.6,1,0,0,1,1
13260,114,20,22,147,517,236,99,80,10,32,0,0,10.3,10.3,-51.6,-10.3,-10.3,51.6,0,0,1392.1,1486.5,1,0,1,0,1
13261,35,106,517,202,555,412,114,876,21,142,-55.4,103.3,-106.2,21.9,21.9,-21.9,-103.3,55.4,-21.9,106.2,1328.1,1318.4,0,1,1,0,0
13262,360,147,164,142,421,89,114,134,121,34,-23.6,-23.6,-38.7,4.9,-44.4,23.6,38.7,23.6,44.4,-4.9,1289.7,1322.7,0,1,1,0,0
13263,18,412,164,121,105,517,147,86,63,427,0,0,29.7,0,55.7,-29.7,0,-55.7,0,0,1329,1255.5,0,1,1,0,0
13264,555,101,74,238,107,15,30,112,58,497,-160.6,31.6,31.6,4,-94.8,-31.6,94.8,-4,160.6,-31.6,1457.5,1567.1,1,0,0,1,1
13265,203,122,412,63,105,101,35,131,114,202,58.9,0,0,0,0,0,-58.9,0,0,0,1559.1,1244.7,1,0,0,1,1
